title,company_name,has_company_name,salary,has_salary,location,url,source,description,label
"Требуются монтажники ПВХ и Алюминиевых окон, дверей, витражей",,0,,0,"Атырау, Жилгородок",https://www.olx.kz/obyavlenie/rabota/trebuyutsya-montazhniki-pvh-i-alyuminievyh-okon-dverey-vitrazhey-IDqhdqh.html,olx.kz,,
Требуются швеи по пошиву спецодежды,,0,,0,"Уральск, 2-й рабочий",https://www.olx.kz/obyavlenie/rabota/trebuyutsya-shvei-po-poshivu-spetsodezhdy-IDqx9Xe.html,olx.kz,,
Менеджер по продажам В2b,,0,,0,Павлодар,https://www.olx.kz/obyavlenie/rabota/menedzher-po-prodazham-v2b-IDqFGaM.html,olx.kz,,
"Требуется разнаробочие, помощники монтажника",,0,,0,"Атырау, Балыкшы",https://www.olx.kz/obyavlenie/rabota/trebuetsya-raznarobochie-pomoschniki-montazhnika-IDmR5cG.html,olx.kz,,
Аренда дамаса. Оплата ежедневно,,0,,0,"Алматы, Алмалинский район",https://www.olx.kz/obyavlenie/rabota/arenda-damasa-oplata-ezhednevno-IDqqHVK.html,olx.kz,,
Грузчик на склад Караганда,,0,,0,"Караганда, Казыбекбийский район",https://www.olx.kz/obyavlenie/rabota/gruzchik-na-sklad-karaganda-IDqLyl1.html,olx.kz,,
Свободный Тороговый предстовитель,,0,,0,"Уральск, Микрорайон 6 (Конаева)",https://www.olx.kz/obyavlenie/rabota/svobodnyy-torogovyy-predstovitel-IDqMbcm.html,olx.kz,,
Требуется водитель на фуру,,0,,0,"Караганда, Казыбекбийский район",https://www.olx.kz/obyavlenie/rabota/trebuetsya-voditel-na-furu-IDqimBW.html,olx.kz,,
Требуются водители,,0,,0,"Актобе, микрорайон 12",https://www.olx.kz/list/user/4lxUE/,olx.kz,,
Требуется швея на ремонт и пошив одежды,,0,,0,"Астана, Алматинский район",https://www.olx.kz/obyavlenie/rabota/trebuetsya-shveya-na-remont-i-poshiv-odezhdy-IDqIYhr.html,olx.kz,,
Требуется тракторист- механизатор,,0,,0,"Алматы, Медеуский район",https://www.olx.kz/obyavlenie/rabota/trebuetsya-traktorist-mehanizator-IDpvJUj.html,olx.kz,,
Вахта Лемана про Россия,,0,,0,"Актобе, микрорайон 11",https://www.olx.kz/obyavlenie/rabota/vahta-lemana-pro-rossiya-IDqHtmD.html,olx.kz,,
Ищем ученика монтажника кондиционеров,,0,,0,"Караганда, Казыбекбийский район",https://www.olx.kz/obyavlenie/rabota/ischem-uchenika-montazhnika-konditsionerov-IDqDd4z.html,olx.kz,,
Требуется техничка на уборку подъездов,,0,,0,Петропавловск,https://www.olx.kz/obyavlenie/rabota/trebuetsya-tehnichka-na-uborku-podezdov-IDorxoe.html,olx.kz,,
Вахта работа Россия,,0,,0,"Тараз, 1-мкр. Акбулак",https://www.olx.kz/obyavlenie/rabota/vahta-rabota-rossiya-IDqx3wE.html,olx.kz,,
Требуется швея в ателье,,0,,0,"Астана, Есильский район",https://www.olx.kz/obyavlenie/rabota/trebuetsya-shveya-v-atele-IDpUde5.html,olx.kz,,
Требуется в кафе в р-н аэропорта повар-универсал со стажем,,0,,0,"Алматы, Турксибский район",https://www.olx.kz/obyavlenie/rabota/trebuetsya-v-kafe-v-r-n-aeroporta-povar-universal-so-stazhem-IDqoSzL.html,olx.kz,,
Срочно требуется бухгалтер,,0,,0,"Астана, Есильский район",https://www.olx.kz/obyavlenie/rabota/srochno-trebuetsya-buhgalter-IDqKexn.html,olx.kz,,
Требуются монтажники и сборщики пластиковых окон с опытом работы!,,0,,0,"Атырау, Азаттык",https://www.olx.kz/obyavlenie/rabota/trebuyutsya-montazhniki-i-sborschiki-plastikovyh-okon-s-opytom-raboty-IDmxf2S.html,olx.kz,,
Требуется горничная в придорожный кемпинг по вахтовому методу.,,0,,0,Карабутак,https://www.olx.kz/obyavlenie/rabota/trebuetsya-gornichnaya-v-pridorozhnyy-kemping-po-vahtovomu-metodu-IDqLS6P.html,olx.kz,,
Требуются охранники по ул Токпанова,,0,,0,"Астана, Алматинский район",https://www.olx.kz/obyavlenie/rabota/trebuyutsya-ohranniki-po-ul-tokpanova-IDoV8sa.html,olx.kz,,
Требуется мастер плотник по плинтусам,,0,,0,"Астана, Сарыаркинский район",https://www.olx.kz/obyavlenie/rabota/trebuetsya-master-plotnik-po-plintusam-IDog4xv.html,olx.kz,,
Удалённая работа с текстами гибкий график,,0,,0,"Алматы, Алмалинский район",https://www.olx.kz/obyavlenie/rabota/udalennaya-rabota-s-tekstami-gibkiy-grafik-IDqM1hY.html,olx.kz,,
Грузчик в магазин,,0,,0,"Алматы, Алмалинский район",https://www.olx.kz/obyavlenie/rabota/gruzchik-v-magazin-IDqnA0d.html,olx.kz,,
Сборщик бытовок проживание,,0,,0,Павлодар,https://www.olx.kz/obyavlenie/rabota/sborschik-bytovok-prozhivanie-IDq1YdO.html,olx.kz,,
Ищу няня-помощницу,,0,,0,"Алматы, Алмалинский район",https://www.olx.kz/obyavlenie/rabota/ischu-nyanya-pomoschnitsu-IDqFwgg.html,olx.kz,,
Требует продавец,,0,,0,"Алматы, Алмалинский район",https://www.olx.kz/obyavlenie/rabota/trebuet-prodavets-IDqFVh2.html,olx.kz,,
Требуется сварщик,,0,,0,Костанай,https://www.olx.kz/obyavlenie/rabota/trebuetsya-svarschik-IDqJdLC.html,olx.kz,,
Требуются девушки мастера массажа,,0,,0,Нуркен,https://www.olx.kz/obyavlenie/rabota/trebuyutsya-devushki-mastera-massazha-IDqJ628.html,olx.kz,,
Требуется сиделка,,0,,0,Туздыбастау,https://www.olx.kz/obyavlenie/rabota/trebuetsya-sidelka-IDpZclx.html,olx.kz,,
Требуется водитель на фуру,,0,,0,Кызылжар,https://www.olx.kz/obyavlenie/rabota/trebuetsya-voditel-na-furu-IDqLydk.html,olx.kz,,
Требуются сварщики,,0,,0,Костанай,https://www.olx.kz/obyavlenie/rabota/trebuyutsya-svarschiki-IDqLvvC.html,olx.kz,,
Требуется дальнобойщик,,0,,0,"Алматы, Ауэзовский район",https://www.olx.kz/obyavlenie/rabota/trebuetsya-dalnoboyschik-IDqDTCW.html,olx.kz,,
Требуется продавец,,0,,0,Новоишимское,https://www.olx.kz/obyavlenie/rabota/trebuetsya-prodavets-IDqIpgQ.html,olx.kz,,
Срочно нужны техперсоналы в офис,,0,,0,"Алматы, Бостандыкский район",https://www.olx.kz/obyavlenie/rabota/srochno-nuzhny-tehpersonaly-v-ofis-IDqASV4.html,olx.kz,,
Требуется менеджер по работе с клиентами в автосервис ПЗМ,,0,,0,"Астана, Алматинский район",https://www.olx.kz/obyavlenie/rabota/trebuetsya-menedzher-po-rabote-s-klientami-v-avtoservis-pzm-IDpMB8x.html,olx.kz,,
Требуются автомойщики,,0,,0,"Астана, Алматинский район",https://www.olx.kz/obyavlenie/rabota/trebuyutsya-avtomoyschiki-IDosTKT.html,olx.kz,,
Разнорабочий на рис завод,,0,,0,Кызылорда,https://www.olx.kz/obyavlenie/rabota/raznorabochiy-na-ris-zavod-IDnQUwu.html,olx.kz,,
Требуется электрик,,0,,0,"Усть-Каменогорск, пр.Абая",https://www.olx.kz/obyavlenie/rabota/trebuetsya-elektrik-IDpDu42.html,olx.kz,,
Требуется торговый представитель,,0,,0,"Уральск, 2-й рабочий",https://www.olx.kz/obyavlenie/rabota/trebuetsya-torgovyy-predstavitel-IDohOjr.html,olx.kz,,
"Нужна семья на ферму - постоянная работа, хорошие условия",,0,,0,Боралдай,https://www.olx.kz/obyavlenie/rabota/nuzhna-semya-na-fermu-postoyannaya-rabota-horoshie-usloviya-IDqqrJA.html,olx.kz,,
Требуется водитель-экспедитор по горду Алматы с опытам работы вождени,,0,,0,"Алматы, Алмалинский район",https://www.olx.kz/obyavlenie/rabota/trebuetsya-voditel-ekspeditor-po-gordu-almaty-s-opytam-raboty-vozhdeni-IDqzVOd.html,olx.kz,,
Разнорабочий. Посевные работы.,,0,,0,Державинск,https://www.olx.kz/obyavlenie/rabota/raznorabochiy-posevnye-raboty-IDqHSau.html,olx.kz,,
"Требуется сервис менеджер , хаус мастер",,0,,0,"Алматы, Алмалинский район",https://www.olx.kz/obyavlenie/rabota/trebuetsya-servis-menedzher-haus-master-IDqLRJx.html,olx.kz,,
На пивоваренное производство требуется ГРУЗЧИК. РАбота в РФ,,0,,0,Петропавловск,https://www.olx.kz/obyavlenie/rabota/na-pivovarennoe-proizvodstvo-trebuetsya-gruzchik-rabota-v-rf-IDqMs5x.html,olx.kz,,
Требуется грузчик на производство. Работа в РОССИИ,,0,,0,"Атырау, Авангард",https://www.olx.kz/obyavlenie/rabota/trebuetsya-gruzchik-na-proizvodstvo-rabota-v-rossii-IDqMs4h.html,olx.kz,,
Требуется массажист в баню,,0,,0,"Шымкент, Аль-Фарабийский район",https://www.olx.kz/obyavlenie/rabota/trebuetsya-massazhist-v-banyu-IDqIYgt.html,olx.kz,,
Требуются сварщики МКС и слесаря МСР на вахту в Россию.,,0,,0,"Уральск, 2-я база",https://www.olx.kz/obyavlenie/rabota/trebuyutsya-svarschiki-mks-i-slesarya-msr-na-vahtu-v-rossiyu-IDqLRZW.html,olx.kz,,
Требуется водитель на самосвал сорокач,,0,,0,Костанай,https://www.olx.kz/obyavlenie/rabota/trebuetsya-voditel-na-samosval-sorokach-IDqtFmC.html,olx.kz,,
Требуется грузчик на пивоваренное производство. Работа в России,,0,,0,"Караганда, Казыбекбийский район",https://www.olx.kz/obyavlenie/rabota/trebuetsya-gruzchik-na-pivovarennoe-proizvodstvo-rabota-v-rossii-IDqM7iD.html,olx.kz,,
Таксопарк Яндекс | Яндекс такси для водителей | Подключение водителей,,0,,0,Павлодар,https://www.olx.kz/obyavlenie/rabota/taksopark-yandeks-yandeks-taksi-dlya-voditeley-podklyuchenie-voditeley-IDqyEYb.html,olx.kz,,
Требуется Администратор менеджер,,0,,0,"Алматы, Ауэзовский район",https://www.olx.kz/obyavlenie/rabota/trebuetsya-administrator-menedzher-IDqGWtr.html,olx.kz,,
Нужна сиделка. Для бабушки,,0,,0,Павлодар,https://www.olx.kz/obyavlenie/rabota/nuzhna-sidelka-dlya-babushki-IDqKfQc.html,olx.kz,,
Ищем сотрудников в цех по производству окон и дверей пвх,,0,,0,Отеген батыра,https://www.olx.kz/obyavlenie/rabota/ischem-sotrudnikov-v-tseh-po-proizvodstvu-okon-i-dverey-pvh-IDqMrTf.html,olx.kz,,
Требуется электрик,,0,,0,"Усть-Каменогорск, пр.Абая",https://www.olx.kz/obyavlenie/rabota/trebuetsya-elektrik-IDpDu42.html,olx.kz,,
"Требуются сварщики и слесаря без опыта, вахтой в Россию",,0,,0,"Астана, Алматинский район",https://www.olx.kz/obyavlenie/rabota/trebuyutsya-svarschiki-i-slesarya-bez-opyta-vahtoy-v-rossiyu-IDqLRXQ.html,olx.kz,,
Внимание! Короткая вахта,,0,,0,Костанай,https://www.olx.kz/obyavlenie/rabota/vnimanie-korotkaya-vahta-IDqvJEP.html,olx.kz,,
"Идет набор на склады,Упаковщики",,0,,0,Костанай,https://www.olx.kz/obyavlenie/rabota/idet-nabor-na-sklady-upakovschiki-IDqsMcm.html,olx.kz,,
Короткая вахта из Костаная в Челябинск,,0,,0,Костанай,https://www.olx.kz/obyavlenie/rabota/korotkaya-vahta-iz-kostanaya-v-chelyabinsk-IDqsIvg.html,olx.kz,,
мастер на сто полная занятость,,0,,0,"Астана, Алматинский район",https://www.olx.kz/obyavlenie/rabota/master-na-sto-polnaya-zanyatost-IDpRBXn.html,olx.kz,,
Водитель-курьер на авто компании в Яндекс Еду. (Заработок до 700 000₸),,0,,0,"Алматы, Ауэзовский район",https://vezunchikpro.olx.kz/home/,olx.kz,,
Разнорабочие Мужчины и женщины,,0,,0,Костанай,https://www.olx.kz/obyavlenie/rabota/raznorabochie-muzhchiny-i-zhenschiny-IDqsMam.html,olx.kz,,
Требуется администратор на зону отдыха,,0,,0,Балхаш,https://www.olx.kz/obyavlenie/rabota/trebuetsya-administrator-na-zonu-otdyha-IDqK88W.html,olx.kz,,
В МТФ на постоянную основу требуются,,0,,0,Петропавловск,https://www.olx.kz/obyavlenie/rabota/v-mtf-na-postoyannuyu-osnovu-trebuyutsya-IDqu6al.html,olx.kz,,
Требуется водитель автовышки агп,,0,,0,"Астана, Сарыаркинский район",https://www.olx.kz/obyavlenie/rabota/trebuetsya-voditel-avtovyshki-agp-IDqLvEn.html,olx.kz,,
Ищем семью для работы на ферме в алматинской области,,0,,0,Береке,https://www.olx.kz/obyavlenie/rabota/ischem-semyu-dlya-raboty-na-ferme-v-almatinskoy-oblasti-IDqlfxW.html,olx.kz,,
Требуются разнорабочии,,0,,0,Павлодар,https://www.olx.kz/obyavlenie/rabota/trebuyutsya-raznorabochii-IDqLRWm.html,olx.kz,,
Врач офтальмолог детский,,0,,0,Костанай,https://www.olx.kz/obyavlenie/rabota/vrach-oftalmolog-detskiy-IDqhDgm.html,olx.kz,,
"Яндекс Такси набор водителей, Доход на вашем/нашем авто в Астане",,0,,0,"Астана, Алматинский район",https://www.olx.kz/rabota/https://yandextaxirabota.olx.kz/home/,olx.kz,,
Требуется садовник,,0,,0,Каргалы,https://www.olx.kz/obyavlenie/rabota/trebuetsya-sadovnik-IDqKeaC.html,olx.kz,,
Пекарь в ночную смену,,0,,0,"Алматы, Ауэзовский район",https://www.olx.kz/obyavlenie/rabota/pekar-v-nochnuyu-smenu-IDq0B0K.html,olx.kz,,
Требуется ДЕВУШКА продавец на Разливное мороженное,,0,,0,"Шымкент, Аль-Фарабийский район",https://www.olx.kz/obyavlenie/rabota/trebuetsya-devushka-prodavets-na-razlivnoe-morozhennoe-IDqIY7n.html,olx.kz,,
Крупье / Дилер (специалист в казино) трансфер и обучение,,0,,0,Златополье,https://cashville.olx.kz/home/,olx.kz,,
Требуется сотрудник на автострахование,,0,,0,"Уральск, Кинотеатр Гагарина",https://www.olx.kz/obyavlenie/rabota/trebuetsya-sotrudnik-na-avtostrahovanie-IDqHLg4.html,olx.kz,,
Идет набор на вахту,,0,,0,Костанай,https://www.olx.kz/obyavlenie/rabota/idet-nabor-na-vahtu-IDqzoP4.html,olx.kz,,
Требуются Механизаторы,,0,,0,Костанай,https://www.olx.kz/obyavlenie/rabota/trebuyutsya-mehanizatory-IDqIu4D.html,olx.kz,,
Требуются рабочие на предприятие,,0,,0,Темиртау,https://www.olx.kz/obyavlenie/rabota/trebuyutsya-rabochie-na-predpriyatie-IDkqndU.html,olx.kz,,
Требуется сварщик на полуавтомат,,0,,0,Отеген батыра,https://www.olx.kz/obyavlenie/rabota/trebuetsya-svarschik-na-poluavtomat-IDqM8No.html,olx.kz,,
Требуется электрик,,0,,0,"Усть-Каменогорск, пр.Абая",https://www.olx.kz/obyavlenie/rabota/trebuetsya-elektrik-IDpDu42.html,olx.kz,,
"Требуются сварщики и слесаря без опыта, вахтой в Россию",,0,,0,"Астана, Алматинский район",https://www.olx.kz/obyavlenie/rabota/trebuyutsya-svarschiki-i-slesarya-bez-opyta-vahtoy-v-rossiyu-IDqLRXQ.html,olx.kz,,
Внимание! Короткая вахта,,0,,0,Костанай,https://www.olx.kz/obyavlenie/rabota/vnimanie-korotkaya-vahta-IDqvJEP.html,olx.kz,,
"Идет набор на склады,Упаковщики",,0,,0,Костанай,https://www.olx.kz/obyavlenie/rabota/idet-nabor-na-sklady-upakovschiki-IDqsMcm.html,olx.kz,,
Короткая вахта из Костаная в Челябинск,,0,,0,Костанай,https://www.olx.kz/obyavlenie/rabota/korotkaya-vahta-iz-kostanaya-v-chelyabinsk-IDqsIvg.html,olx.kz,,
мастер на сто полная занятость,,0,,0,"Астана, Алматинский район",https://www.olx.kz/obyavlenie/rabota/master-na-sto-polnaya-zanyatost-IDpRBXn.html,olx.kz,,
Водитель-курьер на авто компании в Яндекс Еду. (Заработок до 700 000₸),,0,,0,"Алматы, Ауэзовский район",https://vezunchikpro.olx.kz/home/,olx.kz,,
Разнорабочие Мужчины и женщины,,0,,0,Костанай,https://www.olx.kz/obyavlenie/rabota/raznorabochie-muzhchiny-i-zhenschiny-IDqsMam.html,olx.kz,,
Ищем семью для работы на ферме в алматинской области,,0,,0,Береке,https://www.olx.kz/obyavlenie/rabota/ischem-semyu-dlya-raboty-na-ferme-v-almatinskoy-oblasti-IDqlfxW.html,olx.kz,,
Требуются разнорабочии,,0,,0,Павлодар,https://www.olx.kz/obyavlenie/rabota/trebuyutsya-raznorabochii-IDqLRWm.html,olx.kz,,
Требуется фасовщица в пекарню,,0,,0,"Караганда, Октябрьский район",https://www.olx.kz/obyavlenie/rabota/trebuetsya-fasovschitsa-v-pekarnyu-IDnVBoS.html,olx.kz,,
Требуется техничка,,0,,0,"Астана, Алматинский район",https://www.olx.kz/obyavlenie/rabota/trebuetsya-tehnichka-IDqMfNH.html,olx.kz,,
Требуется водитель на легковой автомобиль.,,0,,0,"Алматы, Алмалинский район",https://www.olx.kz/list/user/dC6vW/,olx.kz,,
Врач офтальмолог детский,,0,,0,Костанай,https://www.olx.kz/obyavlenie/rabota/vrach-oftalmolog-detskiy-IDqhDgm.html,olx.kz,,
"Яндекс Такси набор водителей, Доход на вашем/нашем авто в Астане",,0,,0,"Астана, Алматинский район",https://www.olx.kz/rabota/https://yandextaxirabota.olx.kz/home/,olx.kz,,
Требуется садовник,,0,,0,Каргалы,https://www.olx.kz/obyavlenie/rabota/trebuetsya-sadovnik-IDqKeaC.html,olx.kz,,
Пекарь в ночную смену,,0,,0,"Алматы, Ауэзовский район",https://www.olx.kz/obyavlenie/rabota/pekar-v-nochnuyu-smenu-IDq0B0K.html,olx.kz,,
Требуется ДЕВУШКА продавец на Разливное мороженное,,0,,0,"Шымкент, Аль-Фарабийский район",https://www.olx.kz/obyavlenie/rabota/trebuetsya-devushka-prodavets-na-razlivnoe-morozhennoe-IDqIY7n.html,olx.kz,,
Крупье / Дилер (специалист в казино) трансфер и обучение,,0,,0,Златополье,https://cashville.olx.kz/home/,olx.kz,,
Требуется сотрудник на автострахование,,0,,0,"Уральск, Кинотеатр Гагарина",https://www.olx.kz/obyavlenie/rabota/trebuetsya-sotrudnik-na-avtostrahovanie-IDqHLg4.html,olx.kz,,
Идет набор на вахту,,0,,0,Костанай,https://www.olx.kz/obyavlenie/rabota/idet-nabor-na-vahtu-IDqzoP4.html,olx.kz,,
Требуются разнорабочие,,0,,0,Костанай,https://www.olx.kz/obyavlenie/rabota/trebuyutsya-raznorabochie-IDqzoH5.html,olx.kz,,
Риелтор трудоустройство обучение,,0,,0,"Тараз, 4-мкр. Салтанат",https://www.olx.kz/obyavlenie/rabota/rieltor-trudoustroystvo-obuchenie-IDpEDT9.html,olx.kz,,
Водитель манипулятор камаз,,0,,0,"Атырау, Привокзальный",https://www.olx.kz/obyavlenie/rabota/voditel-manipulyator-kamaz-IDpw45o.html,olx.kz,,
Водитель экспедитор,,0,,0,Муткенова,https://www.olx.kz/obyavlenie/rabota/voditel-ekspeditor-IDpZOBz.html,olx.kz,,
Набор рабочих на вахту в России (мужчины и женщины),,0,,0,Семей,https://goforjob.olx.kz/home/,olx.kz,,
Идет набор на короткую вахту,,0,,0,Костанай,https://www.olx.kz/obyavlenie/rabota/idet-nabor-na-korotkuyu-vahtu-IDqDstg.html,olx.kz,,
Внимание! Короткая вахта,,0,,0,Костанай,https://www.olx.kz/obyavlenie/rabota/vnimanie-korotkaya-vahta-IDqLPiD.html,olx.kz,,
Короткая вахта из Костаная в Екатеринбург,,0,,0,Костанай,https://www.olx.kz/obyavlenie/rabota/korotkaya-vahta-iz-kostanaya-v-ekaterinburg-IDqyhG6.html,olx.kz,,
Требуется Администратор в столовую,,0,,0,"Алматы, Жетысуский район",https://www.olx.kz/obyavlenie/rabota/trebuetsya-administrator-v-stolovuyu-IDqCloJ.html,olx.kz,,
Требуется кассир-оператор,,0,,0,Костанай,https://www.olx.kz/obyavlenie/rabota/trebuetsya-kassir-operator-IDqIXF7.html,olx.kz,,
Требуются упаковщики в тёплый склад,,0,,0,Костанай,https://www.olx.kz/obyavlenie/rabota/trebuyutsya-upakovschiki-v-teplyy-sklad-IDqyeQ9.html,olx.kz,,
Требуются разнорабочие в Екатеринбург,,0,,0,Костанай,https://www.olx.kz/obyavlenie/rabota/trebuyutsya-raznorabochie-v-ekaterinburg-IDqygAz.html,olx.kz,,
Требуются разнорабочие в Челябинск,,0,,0,Костанай,https://www.olx.kz/obyavlenie/rabota/trebuyutsya-raznorabochie-v-chelyabinsk-IDqygyK.html,olx.kz,,
Требуется ШЕФ-БАРИСТА в кафе с опытом работы,,0,,0,"Алматы, Бостандыкский район",https://www.olx.kz/obyavlenie/rabota/trebuetsya-shef-barista-v-kafe-s-opytom-raboty-IDqKBBz.html,olx.kz,,
Работа на теплом складе,,0,,0,Костанай,https://www.olx.kz/obyavlenie/rabota/rabota-na-teplom-sklade-IDqyhI9.html,olx.kz,,
Требуются заправщики на АЗС!,,0,,0,"Алматы, Бостандыкский район",https://www.olx.kz/obyavlenie/rabota/trebuyutsya-zapravschiki-na-azs-IDlGyDm.html,olx.kz,,
Требуються сотрудники в строительную фирму,,0,,0,Темиртау,https://www.olx.kz/obyavlenie/rabota/trebuyutsya-sotrudniki-v-stroitelnuyu-firmu-IDqLxAg.html,olx.kz,,
Оператор лазерного станка Чпу,,0,,0,Щучинск,https://www.olx.kz/obyavlenie/rabota/operator-lazernogo-stanka-chpu-IDqkQ1G.html,olx.kz,,
Ищем семью для работы на ферме,,0,,0,Береке,https://www.olx.kz/obyavlenie/rabota/ischem-semyu-dlya-raboty-na-ferme-IDlASDb.html,olx.kz,,
Работа зборщик мотосалон Алматы Тұрақты жұмысшы қажет!,,0,,0,"Алматы, Алмалинский район",https://www.olx.kz/list/user/7Meha/,olx.kz,,
Требуется водитель на развозку автобус ПАЗ.,,0,,0,Павлодар,https://www.olx.kz/obyavlenie/rabota/trebuetsya-voditel-na-razvozku-avtobus-paz-IDqr2PX.html,olx.kz,,
официантка в кафе,,0,,0,"Астана, Сарыаркинский район",https://www.olx.kz/obyavlenie/rabota/ofitsiantka-v-kafe-IDpAriz.html,olx.kz,,
Требуется маляр в студию реставрации авто дисков,,0,,0,Костанай,https://www.olx.kz/obyavlenie/rabota/trebuetsya-malyar-v-studiyu-restavratsii-avto-diskov-IDqMrBE.html,olx.kz,,
Требуется помощник или семейная пара на базу отдыха,,0,,0,Сарыозен,https://www.olx.kz/obyavlenie/rabota/trebuetsya-pomoschnik-ili-semeynaya-para-na-bazu-otdyha-IDqMrzQ.html,olx.kz,,
Требуются Автомойщики VillautoSpa,,0,,0,"Алматы, Бостандыкский район",https://www.olx.kz/obyavlenie/rabota/trebuyutsya-avtomoyschiki-villautospa-IDpPCvh.html,olx.kz,,
Работа в Яндекс Такси для водителей а так же курьеров в Астане,,0,,0,"Астана, Есильский район",https://www.olx.kz/rabota/https://yandextaxirabota.olx.kz/home/,olx.kz,,
Требуется администрато-официант,,0,,0,"Алматы, Алмалинский район",https://www.olx.kz/obyavlenie/rabota/trebuetsya-administrato-ofitsiant-IDqLRPb.html,olx.kz,,
В поисках домработницы/повара,,0,,0,"Астана, Нура",https://www.olx.kz/obyavlenie/rabota/v-poiskah-domrabotnitsy-povara-IDqet1B.html,olx.kz,,
Срочно требуются автомойщики,,0,,0,Чапаево,https://www.olx.kz/obyavlenie/rabota/srochno-trebuyutsya-avtomoyschiki-IDovP6X.html,olx.kz,,
Требуются охранники,,0,,0,Боралдай,https://www.olx.kz/obyavlenie/rabota/trebuyutsya-ohranniki-IDqJQYP.html,olx.kz,,
Требуется уборщица в ТРЦ ADK River магазин детский мир,,0,,0,"Усть-Каменогорск, Микрорайон 22",https://www.olx.kz/obyavlenie/rabota/trebuetsya-uborschitsa-v-trts-adk-river-magazin-detskiy-mir-IDpWq4N.html,olx.kz,,
Водитель в Яндекс такси,,0,,0,"Астана, Нура",https://www.olx.kz/obyavlenie/rabota/voditel-v-yandeks-taksi-IDq5CQt.html,olx.kz,,
Водитель в Яндекс такси,,0,,0,"Астана, Алматинский район",https://www.olx.kz/obyavlenie/rabota/voditel-v-yandeks-taksi-IDotJWa.html,olx.kz,,
"В сельскую местность требуются разнорабочий, скотник Зар",,0,,0,Новокаменка,https://www.olx.kz/obyavlenie/rabota/v-selskuyu-mestnost-trebuyutsya-raznorabochiy-skotnikzar-IDqKAir.html,olx.kz,,
