title,company_name,has_company_name,salary,has_salary,location,url,source,description,label
Требуются Дорожные рабочие,,0,,0,"Караганда, Казыбекбийский район",https://www.olx.kz/obyavlenie/rabota/trebuyutsya-dorozhnye-rabochie-IDqKqDZ.html,olx.kz,,
Яндекс таксопарк | Комфорт и Комфорт+ водитель | Работ в такси,,0,,0,Семей,https://www.olx.kz/obyavlenie/rabota/yandeks-taksopark-komfort-i-komfort-voditel-rabot-v-taksi-IDqzYiw.html,olx.kz,,
Требуется Автоэлектрик,,0,,0,Костанай,https://www.olx.kz/obyavlenie/rabota/trebuetsya-avtoelektrik-IDpsHV5.html,olx.kz,,
Яндекс таксопарк | Комфорт и Комфорт+ водитель | Работ в такси,,0,,0,"Караганда, Казыбекбийский район",https://www.olx.kz/obyavlenie/rabota/yandeks-taksopark-komfort-i-komfort-voditel-rabot-v-taksi-IDqzYeZ.html,olx.kz,,
Работа в яндекс такси,,0,,0,"Астана, Нура",https://www.olx.kz/obyavlenie/rabota/rabota-v-yandeks-taksi-IDpaCXW.html,olx.kz,,
Яндекс таксопарк | Комфорт и Комфорт+ водитель | Работ в такси,,0,,0,"Шымкент, Туран",https://www.olx.kz/obyavlenie/rabota/yandeks-taksopark-komfort-i-komfort-voditel-rabot-v-taksi-IDqzYda.html,olx.kz,,
Яндекс таксопарк | Комфорт и Комфорт+ водитель | Работ в такси,,0,,0,"Алматы, Бостандыкский район",https://www.olx.kz/obyavlenie/rabota/yandeks-taksopark-komfort-i-komfort-voditel-rabot-v-taksi-IDqzY6E.html,olx.kz,,
Требуется мастера в салон красоты,,0,,0,Сауран,https://www.olx.kz/obyavlenie/rabota/trebuetsya-mastera-v-salon-krasoty-IDqHLzp.html,olx.kz,,
Требуются расклейщики объявлений,,0,,0,Павлодар,https://www.olx.kz/obyavlenie/rabota/trebuyutsya-raskleyschiki-obyavleniy-IDpUnXn.html,olx.kz,,
Требуется разнорабочие,,0,,0,Сайрам,https://www.olx.kz/obyavlenie/rabota/trebuetsya-raznorabochie-IDqL5X1.html,olx.kz,,
Оператор- кассир; оптовые и розничные продажи.,,0,,0,"Кокшетау, Центр города",https://www.olx.kz/obyavlenie/rabota/operator-kassir-optovye-i-roznichnye-prodazhi-IDqKBnZ.html,olx.kz,,
В цех по изготовлению мебели требуются Шлифовщик,,0,,0,"Алматы, Жетысуский район",https://www.olx.kz/obyavlenie/rabota/v-tseh-po-izgotovleniyu-mebeli-trebuyutsya-shlifovschik-IDqyunu.html,olx.kz,,
Яндекс таксопарк | Комфорт и Комфорт+ водитель | Работ в такси,,0,,0,"Астана, Сарыаркинский район",https://www.olx.kz/obyavlenie/rabota/yandeks-taksopark-komfort-i-komfort-voditel-rabot-v-taksi-IDqzYbs.html,olx.kz,,
Требуется автомойщики,,0,,0,"Астана, Есильский район",https://www.olx.kz/obyavlenie/rabota/trebuetsya-avtomoyschiki-IDqDVUX.html,olx.kz,,
Требуется разнорабочий,,0,,0,Ботакара,https://www.olx.kz/obyavlenie/rabota/trebuetsya-raznorabochiy-IDqM1DL.html,olx.kz,,
"Тележечник в супермаркет ""Aimer""",,0,,0,"Кокшетау, Проспект Абылай хана",https://www.olx.kz/obyavlenie/rabota/telezhechnik-v-supermarket-aimer-IDqJmDf.html,olx.kz,,
Требуется сторож (мужчина или женщина) в г.Сатпаев,,0,,0,Сатпаев,https://www.olx.kz/obyavlenie/rabota/trebuetsya-storozh-muzhchina-ili-zhenschina-v-g-satpaev-IDjFpTN.html,olx.kz,,
Требуется санитарка в стоматологию,,0,,0,Павлодар,https://www.olx.kz/obyavlenie/rabota/trebuetsya-sanitarka-v-stomatologiyu-IDqJM0E.html,olx.kz,,
Требуется толковый грузчик в магазин. Можно с другого города.,,0,,0,Сатпаев,https://www.olx.kz/obyavlenie/rabota/trebuetsya-tolkovyy-gruzchik-v-magazin-mozhno-s-drugogo-goroda-IDnTx4h.html,olx.kz,,
Требуется в фаст фуд,,0,,0,Болтирик шешен,https://www.olx.kz/obyavlenie/rabota/trebuetsya-v-fast-fud-IDqMsGe.html,olx.kz,,
"Курьер по доставке цветов 2/2,1/1",,0,,0,"Астана, Нура",https://www.olx.kz/obyavlenie/rabota/kurer-po-dostavke-tsvetov-2-2-1-1-IDqMtKR.html,olx.kz,,
Требуются рабочие для производство,,0,,0,Семей,https://www.olx.kz/obyavlenie/rabota/trebuyutsya-rabochie-dlya-proizvodstvo-IDpS7Jg.html,olx.kz,,
Требуется уборщица,,0,,0,"Караганда, Казыбекбийский район",https://www.olx.kz/obyavlenie/rabota/trebuetsya-uborschitsa-IDi2jk5.html,olx.kz,,
Требуются слесари металлоконструкций,,0,,0,"Тараз, 10-мкр. Аса",https://www.olx.kz/list/user/4fOyy/,olx.kz,,
Работа Грузчик на Склад,,0,,0,"Алматы, Алатауский район",https://www.olx.kz/list/user/1m6f5U/,olx.kz,,
Управляющий/мастер шиномонтажа,,0,,0,Костанай,https://www.olx.kz/obyavlenie/rabota/upravlyayuschiy-master-shinomontazha-IDpGdPT.html,olx.kz,,
"Требуются сварщики на полуавтомат, высш.разряд",,0,,0,"Тараз, 1-мкр. Акбулак",https://www.olx.kz/list/user/4fOyy/,olx.kz,,
Требуются АВТО-Курьеры Доход до 800 тысяч тг в месяц!,,0,,0,"Астана, Есильский район",https://www.olx.kz/obyavlenie/rabota/trebuyutsya-avto-kurery-dohod-do-800-tysyach-tg-v-mesyats-IDqzt0g.html,olx.kz,,
"Разнорабочий, работа, жұмысшы қажет",,0,,0,Сайрам,https://www.olx.kz/obyavlenie/rabota/raznorabochiy-rabota-zhmysshy-azhet-IDqBhGP.html,olx.kz,,
Курьер болып жұмыс. Просрочкасы барларға да болады.,,0,,0,"Шымкент, Аль-Фарабийский район",https://www.olx.kz/obyavlenie/rabota/kurer-bolyp-zhmys-prosrochkasy-barlara-da-bolady-IDqzt35.html,olx.kz,,
Требуется помповар,,0,,0,"Актобе, микрорайон 11",https://www.olx.kz/obyavlenie/rabota/trebuetsya-pompovar-IDq95Ja.html,olx.kz,,
Ищем курьеров на доставку еды из ресторанов,,0,,0,Костанай,https://www.olx.kz/obyavlenie/rabota/ischem-kurerov-na-dostavku-edy-iz-restoranov-IDqEjws.html,olx.kz,,
Требуется горничная в Банный комплекс,,0,,0,"Астана, Алматинский район",https://www.olx.kz/obyavlenie/rabota/trebuetsya-gornichnaya-v-bannyy-kompleks-IDq2dbB.html,olx.kz,,
Требуются водители на бетоновоз (миксер),,0,,0,Темиртау,https://www.olx.kz/obyavlenie/rabota/trebuyutsya-voditeli-na-betonovoz-mikser-IDqJt34.html,olx.kz,,
Требуется пекарь,,0,,0,"Кокшетау, Первая аптека",https://www.olx.kz/rabota/https://hrdiscovery-borovoe.olx.kz/home/,olx.kz,,
Повар в столовую,,0,,0,Костанай,https://www.olx.kz/obyavlenie/rabota/povar-v-stolovuyu-IDqLzoO.html,olx.kz,,
Требуются: Сварщики на полуавтомат,,0,,0,"Шымкент, Каратауский район",https://www.olx.kz/obyavlenie/rabota/trebuyutsya-svarschiki-na-poluavtomat-IDqkAtp.html,olx.kz,,
"Ищем курьеров, высокий доход",,0,,0,"Караганда, Казыбекбийский район",https://www.olx.kz/obyavlenie/rabota/ischem-kurerov-vysokiy-dohod-IDqEjzK.html,olx.kz,,
Ищем курьеров. Высокий доход,,0,,0,Актау,https://www.olx.kz/obyavlenie/rabota/ischem-kurerov-vysokiy-dohod-IDqEjBn.html,olx.kz,,
Требуется администратор в сауну 5 Элемент,,0,,0,Костанай,https://www.olx.kz/obyavlenie/rabota/trebuetsya-administrator-v-saunu-5-element-IDpcXPx.html,olx.kz,,
Разнорабочие в цех металлоконструкций,,0,,0,"Шымкент, Каратауский район",https://www.olx.kz/list/user/4fOyy/,olx.kz,,
"электро-сварщик,",,0,,0,"Алматы, Бостандыкский район",https://www.olx.kz/obyavlenie/rabota/elektro-svarschik-IDowF8t.html,olx.kz,,
Требуется водитель на Камаз длинномер!,,0,,0,"Астана, Алматинский район",https://www.olx.kz/obyavlenie/rabota/trebuetsya-voditel-na-kamaz-dlinnomer-IDqr2SS.html,olx.kz,,
"Сварщик, требуется сварщик",,0,,0,"Шымкент, Аль-Фарабийский район",https://www.olx.kz/obyavlenie/rabota/svarschik-trebuetsya-svarschik-IDqBhEJ.html,olx.kz,,
Требуются: Монтажники металлоконструкций,,0,,0,"Шымкент, Каратауский район",https://www.olx.kz/list/user/4fOyy/,olx.kz,,
Бухгалтер-оператор,,0,,0,"Астана, Есильский район",https://www.olx.kz/obyavlenie/rabota/buhgalter-operator-IDq2euy.html,olx.kz,,
Требуется менеджер по продажам со знанием казахского языка,,0,,0,Шахтинск,https://www.olx.kz/obyavlenie/rabota/trebuetsya-menedzher-po-prodazham-so-znaniem-kazahskogo-yazyka-IDqDjTg.html,olx.kz,,
Ищем водителя-экспедитора категории ВС,,0,,0,Павлодар,https://www.olx.kz/obyavlenie/rabota/ischem-voditelya-ekspeditora-kategorii-vs-IDq2tNA.html,olx.kz,,
Разнорабочие требуются. Садчиктер. Выставщиктер қажет. Обьем. Сдельная,,0,,0,Кызылорда,https://www.olx.kz/obyavlenie/rabota/raznorabochie-trebuyutsya-sadchikter-vystavschikter-azhet-obem-sdelnaya-IDq0Smq.html,olx.kz,,
Управляющий/мастер шиномонтажа,,0,,0,Костанай,https://www.olx.kz/obyavlenie/rabota/upravlyayuschiy-master-shinomontazha-IDpGdPT.html,olx.kz,,
"Требуются сварщики на полуавтомат, высш.разряд",,0,,0,"Тараз, 1-мкр. Акбулак",https://www.olx.kz/list/user/4fOyy/,olx.kz,,
Требуются АВТО-Курьеры Доход до 800 тысяч тг в месяц!,,0,,0,"Астана, Есильский район",https://www.olx.kz/obyavlenie/rabota/trebuyutsya-avto-kurery-dohod-do-800-tysyach-tg-v-mesyats-IDqzt0g.html,olx.kz,,
"Разнорабочий, работа, жұмысшы қажет",,0,,0,Сайрам,https://www.olx.kz/obyavlenie/rabota/raznorabochiy-rabota-zhmysshy-azhet-IDqBhGP.html,olx.kz,,
Курьер болып жұмыс. Просрочкасы барларға да болады.,,0,,0,"Шымкент, Аль-Фарабийский район",https://www.olx.kz/obyavlenie/rabota/kurer-bolyp-zhmys-prosrochkasy-barlara-da-bolady-IDqzt35.html,olx.kz,,
Требуется помповар,,0,,0,"Актобе, микрорайон 11",https://www.olx.kz/obyavlenie/rabota/trebuetsya-pompovar-IDq95Ja.html,olx.kz,,
Ищем курьеров на доставку еды из ресторанов,,0,,0,Костанай,https://www.olx.kz/obyavlenie/rabota/ischem-kurerov-na-dostavku-edy-iz-restoranov-IDqEjws.html,olx.kz,,
Требуется горничная в Банный комплекс,,0,,0,"Астана, Алматинский район",https://www.olx.kz/obyavlenie/rabota/trebuetsya-gornichnaya-v-bannyy-kompleks-IDq2dbB.html,olx.kz,,
Требуются: Сварщики на полуавтомат,,0,,0,"Шымкент, Каратауский район",https://www.olx.kz/obyavlenie/rabota/trebuyutsya-svarschiki-na-poluavtomat-IDqkAtp.html,olx.kz,,
"Ищем курьеров, высокий доход",,0,,0,"Караганда, Казыбекбийский район",https://www.olx.kz/obyavlenie/rabota/ischem-kurerov-vysokiy-dohod-IDqEjzK.html,olx.kz,,
"Кассир на АЗС QazaqOil/КазМунайГаз, Караганда",,0,,0,"Караганда, Казыбекбийский район",https://www.olx.kz/list/user/jZf0i/,olx.kz,,
Требуется преподаватель в АВТОШКОЛУ,,0,,0,"Алматы, Алмалинский район",https://www.olx.kz/obyavlenie/rabota/trebuetsya-prepodavatel-v-avtoshkolu-IDqLB5b.html,olx.kz,,
Работа для студентов и школьников,,0,,0,"Актау, 1",https://www.olx.kz/obyavlenie/rabota/rabota-dlya-studentov-i-shkolnikov-IDqEI43.html,olx.kz,,
Ищем курьеров. Высокий доход,,0,,0,Актау,https://www.olx.kz/obyavlenie/rabota/ischem-kurerov-vysokiy-dohod-IDqEjBn.html,olx.kz,,
Требуется администратор в сауну 5 Элемент,,0,,0,Костанай,https://www.olx.kz/obyavlenie/rabota/trebuetsya-administrator-v-saunu-5-element-IDpcXPx.html,olx.kz,,
Разнорабочие в цех металлоконструкций,,0,,0,"Шымкент, Каратауский район",https://www.olx.kz/list/user/4fOyy/,olx.kz,,
"электро-сварщик,",,0,,0,"Алматы, Бостандыкский район",https://www.olx.kz/obyavlenie/rabota/elektro-svarschik-IDowF8t.html,olx.kz,,
Требуется водитель на Камаз длинномер!,,0,,0,"Астана, Алматинский район",https://www.olx.kz/obyavlenie/rabota/trebuetsya-voditel-na-kamaz-dlinnomer-IDqr2SS.html,olx.kz,,
"Сварщик, требуется сварщик",,0,,0,"Шымкент, Аль-Фарабийский район",https://www.olx.kz/obyavlenie/rabota/svarschik-trebuetsya-svarschik-IDqBhEJ.html,olx.kz,,
Требуются: Монтажники металлоконструкций,,0,,0,"Шымкент, Каратауский район",https://www.olx.kz/list/user/4fOyy/,olx.kz,,
Бухгалтер-оператор,,0,,0,"Астана, Есильский район",https://www.olx.kz/obyavlenie/rabota/buhgalter-operator-IDq2euy.html,olx.kz,,
Требуются сантехники,,0,,0,"Актобе, Батыс 2",https://www.olx.kz/obyavlenie/rabota/trebuyutsya-santehniki-IDqLnRn.html,olx.kz,,
Требуется охраник,,0,,0,"Алматы, Бостандыкский район",https://www.olx.kz/obyavlenie/rabota/trebuetsya-ohranik-IDq8Suf.html,olx.kz,,
требуется водитель на Миксер,,0,,0,Затобольск,https://www.olx.kz/obyavlenie/rabota/trebuetsya-voditel-na-mikser-IDqDbIg.html,olx.kz,,
Требуется грузчик на производство. Работа в РОССИИ,,0,,0,Костанай,https://www.olx.kz/obyavlenie/rabota/trebuetsya-gruzchik-na-proizvodstvo-rabota-v-rossii-IDqM7hg.html,olx.kz,,
Кухонные рабочие,,0,,0,"Астана, Байконурский",https://www.olx.kz/obyavlenie/rabota/kuhonnye-rabochie-IDqJwYm.html,olx.kz,,
Требуется оператор заправщик,,0,,0,Байтерек,https://www.olx.kz/obyavlenie/rabota/trebuetsya-operator-zapravschik-IDqMsBq.html,olx.kz,,
Требуется сборщик мебели,,0,,0,"Актобе, Батыс 2",https://www.olx.kz/obyavlenie/rabota/trebuetsya-sborschik-mebeli-IDqLnQp.html,olx.kz,,
Требуется администратор,,0,,0,"Кокшетау, Первая аптека",https://www.olx.kz/obyavlenie/rabota/trebuetsya-administrator-IDqMszm.html,olx.kz,,
"Яндекс Про, требуются водители с авто, Доход 25-60 тысяч в день",,0,,0,"Астана, Нура",https://www.olx.kz/rabota/https://yandextaxiastanapark.olx.kz/home/,olx.kz,,
Требуется водитель экспедитор по доставке 19 л воды,,0,,0,"Астана, Нура",https://www.olx.kz/obyavlenie/rabota/trebuetsya-voditel-ekspeditor-po-dostavke-19-l-vody-IDqMsyA.html,olx.kz,,
Работа .Требуются автомойщики,,0,,0,Семей,https://www.olx.kz/obyavlenie/rabota/rabota-trebuyutsya-avtomoyschiki-IDqKdWp.html,olx.kz,,
Требуется в ТРЦ Спутник ведущий игр,,0,,0,"Алматы, Ауэзовский район",https://www.olx.kz/obyavlenie/rabota/trebuetsya-v-trts-sputnik-veduschiy-igr-IDqMsys.html,olx.kz,,
Требуется водитель На Камаз Хова Шахман категорий ВС,,0,,0,Семей,https://www.olx.kz/obyavlenie/rabota/trebuetsya-voditel-na-kamaz-hova-shahman-kategoriy-vs-IDqpkmY.html,olx.kz,,
Требуются сантехники,,0,,0,"Атырау, Сары Арка",https://www.olx.kz/obyavlenie/rabota/trebuyutsya-santehniki-IDqLnOX.html,olx.kz,,
Управляющий в магазин сотовых аксессуаров / администратор,,0,,0,"Алматы, Алмалинский район",https://www.olx.kz/obyavlenie/rabota/upravlyayuschiy-v-magazin-sotovyh-aksessuarov-administrator-IDnuKdz.html,olx.kz,,
Требуется администратор,,0,,0,"Усть-Каменогорск, 45-я аптека",https://www.olx.kz/obyavlenie/rabota/trebuetsya-administrator-IDqfL3g.html,olx.kz,,
Водитель на фуру,,0,,0,Семей,https://www.olx.kz/obyavlenie/rabota/voditel-na-furu-IDpUBhb.html,olx.kz,,
Срочно! Нужны грузчики!,,0,,0,"Алматы, Алатауский район",https://www.olx.kz/obyavlenie/rabota/srochno-nuzhny-gruzchiki-IDqL0TM.html,olx.kz,,
Требуется охрана,,0,,0,"Астана, Алматинский район",https://www.olx.kz/obyavlenie/rabota/trebuetsya-ohrana-IDpxPMd.html,olx.kz,,
"Требуется бухгалтер, ведение ИП!",,0,,0,Петропавловск,https://www.olx.kz/obyavlenie/rabota/trebuetsya-buhgalter-vedenie-ip-IDo0FIY.html,olx.kz,,
Требуется кассир в строительный магазин,,0,,0,"Актобе, Старый город",https://www.olx.kz/obyavlenie/rabota/trebuetsya-kassir-v-stroitelnyy-magazin-IDqL6eM.html,olx.kz,,
Требуются монтажники металлоконструкций,,0,,0,Туркестан,https://www.olx.kz/list/user/4fOyy/,olx.kz,,
Требуются водители на Shacman,,0,,0,"Астана, Байконурский",https://www.olx.kz/obyavlenie/rabota/trebuyutsya-voditeli-na-shacman-IDqDX5O.html,olx.kz,,
Торговый представитель от 200 000 тг и выше,,0,,0,"Астана, Алматинский район",https://www.olx.kz/obyavlenie/rabota/torgovyy-predstavitel-ot-200-000-tg-i-vyshe-IDqIoQS.html,olx.kz,,
Яндекс курьер работа | Яндекс доставка | Бонус для курьеров 15 000 тг,,0,,0,"Караганда, Казыбекбийский район",https://www.olx.kz/obyavlenie/rabota/yandeks-kurer-rabota-yandeks-dostavka-bonus-dlya-kurerov-15-000-tg-IDqAvqK.html,olx.kz,,
Требуются фармацевты,,0,,0,Семей,https://www.olx.kz/obyavlenie/rabota/trebuyutsya-farmatsevty-IDpGbYm.html,olx.kz,,
Требуется опытный пиццер,,0,,0,"Астана, Есильский район",https://www.olx.kz/obyavlenie/rabota/trebuetsya-opytnyy-pitstser-IDq1VrO.html,olx.kz,,
Требуется разнорабочий,,0,,0,Муратбаев,https://www.olx.kz/obyavlenie/rabota/trebuetsya-raznorabochiy-IDpKIKK.html,olx.kz,,
В цех требуются водитель с опытом в торговле,,0,,0,"Усть-Каменогорск, 45-я аптека",https://www.olx.kz/obyavlenie/rabota/v-tseh-trebuyutsya-voditel-s-opytom-v-torgovle-IDpYOwO.html,olx.kz,,
Требуется разнарабочие на стройку,,0,,0,"Тараз, 1-мкр. Акбулак",https://www.olx.kz/obyavlenie/rabota/trebuetsya-raznarabochie-na-stroyku-IDmrPyo.html,olx.kz,,
"Универсал парикмахер,женский,мужской в салон красоты нужен",,0,,0,"Астана, Сарыаркинский район",https://www.olx.kz/obyavlenie/rabota/universal-parikmaher-zhenskiy-muzhskoy-v-salon-krasoty-nuzhen-IDoVbuG.html,olx.kz,,
Требуются операторы на строительную технику,,0,,0,"Алматы, Турксибский район",https://www.olx.kz/obyavlenie/rabota/trebuyutsya-operatory-na-stroitelnuyu-tehniku-IDqpzN6.html,olx.kz,,
Требуется водитель на новый грузовой трал!,,0,,0,Петропавловск,https://www.olx.kz/obyavlenie/rabota/trebuetsya-voditel-na-novyy-gruzovoy-tral-IDqvfCm.html,olx.kz,,
Таксопарк Яндекс | Яндекс такси для водителей | Подключение водителей,,0,,0,Экибастуз,https://www.olx.kz/obyavlenie/rabota/taksopark-yandeks-yandeks-taksi-dlya-voditeley-podklyuchenie-voditeley-IDqyFtj.html,olx.kz,,
рабочий склада г.Атырау,,0,,0,"Атырау, Азаттык",https://www.olx.kz/obyavlenie/rabota/rabochiy-sklada-g-atyrau-IDqLxCY.html,olx.kz,,
Таксопарк Яндекс | Яндекс такси для водителей | Подключение водителей,,0,,0,Темиртау,https://www.olx.kz/obyavlenie/rabota/taksopark-yandeks-yandeks-taksi-dlya-voditeley-podklyuchenie-voditeley-IDqyFsx.html,olx.kz,,
Требуется шиномонтажники,,0,,0,"Актобе, микрорайон 11",https://www.olx.kz/obyavlenie/rabota/trebuetsya-shinomontazhniki-IDqLRtF.html,olx.kz,,
Требуется опытный водитель на Шакман,,0,,0,"Алматы, Бостандыкский район",https://www.olx.kz/obyavlenie/rabota/trebuetsya-opytnyy-voditel-na-shakman-IDqLRuN.html,olx.kz,,
Таксопарк Яндекс | Яндекс такси для водителей | Подключение водителей,,0,,0,Туркестан,https://www.olx.kz/obyavlenie/rabota/taksopark-yandeks-yandeks-taksi-dlya-voditeley-podklyuchenie-voditeley-IDqyFrQ.html,olx.kz,,
Требуются разнорабочие,,0,,0,Петропавловск,https://www.olx.kz/obyavlenie/rabota/trebuyutsya-raznorabochie-IDqm9De.html,olx.kz,,
Таксопарк Яндекс | Яндекс такси для водителей | Подключение водителей,,0,,0,Актау,https://www.olx.kz/obyavlenie/rabota/taksopark-yandeks-yandeks-taksi-dlya-voditeley-podklyuchenie-voditeley-IDqyFoY.html,olx.kz,,
Требуется уборщица в баню,,0,,0,Щучинск,https://www.olx.kz/obyavlenie/rabota/trebuetsya-uborschitsa-v-banyu-IDqE3zC.html,olx.kz,,
Требуются люди на масло завод,,0,,0,Павлодар,https://www.olx.kz/obyavlenie/rabota/trebuyutsya-lyudi-na-maslo-zavod-IDqLvF1.html,olx.kz,,
Чертежник AutoCad,,0,,0,"Алматы, Ауэзовский район",https://www.olx.kz/obyavlenie/rabota/chertezhnik-autocad-IDqHbXR.html,olx.kz,,
"Работа, Лемана про/Россия",,0,,0,"Астана, Алматинский район",https://www.olx.kz/obyavlenie/rabota/rabota-lemana-pro-rossiya-IDqGrrI.html,olx.kz,,
Требуются водители с категорией Е,,0,,0,"Алматы, Жетысуский район",https://www.olx.kz/obyavlenie/rabota/trebuyutsya-voditeli-s-kategoriey-e-IDnXItL.html,olx.kz,,
Работа Лемана про Россия,,0,,0,Костанай,https://www.olx.kz/obyavlenie/rabota/rabota-lemana-pro-rossiya-IDqGrCa.html,olx.kz,,
Вахта Лемана про Россия,,0,,0,"Кокшетау, Первая аптека",https://www.olx.kz/obyavlenie/rabota/vahta-lemana-pro-rossiya-IDqGrE9.html,olx.kz,,
Таксопарк Яндекс | Яндекс такси для водителей | Подключение водителей,,0,,0,"Кокшетау, Проспект Абылай хана",https://www.olx.kz/obyavlenie/rabota/taksopark-yandeks-yandeks-taksi-dlya-voditeley-podklyuchenie-voditeley-IDqyFnZ.html,olx.kz,,
Требуються сотрудники в строительную фирму,,0,,0,Темиртау,https://www.olx.kz/obyavlenie/rabota/trebuyutsya-sotrudniki-v-stroitelnuyu-firmu-IDqLxAg.html,olx.kz,,
Таксопарк Яндекс | Яндекс такси для водителей | Подключение водителей,,0,,0,Костанай,https://www.olx.kz/obyavlenie/rabota/taksopark-yandeks-yandeks-taksi-dlya-voditeley-podklyuchenie-voditeley-IDqyFmV.html,olx.kz,,
Требуются разнорабочие на стройку,,0,,0,Экибастуз,https://www.olx.kz/obyavlenie/rabota/trebuyutsya-raznorabochie-na-stroyku-IDpaGcV.html,olx.kz,,
Таксопарк Яндекс | Яндекс такси для водителей | Подключение водителей,,0,,0,Петропавловск,https://www.olx.kz/obyavlenie/rabota/taksopark-yandeks-yandeks-taksi-dlya-voditeley-podklyuchenie-voditeley-IDqyFmd.html,olx.kz,,
Қойшы керек Түркістан / Пастух / Койшы / Малшы,,0,,0,Туркестан,https://www.olx.kz/obyavlenie/rabota/oyshy-kerek-trkstan-pastuh-koyshy-malshy-IDqLanr.html,olx.kz,,
Администратор в офис Обязанности: встреча и консул,,0,,0,"Алматы, Медеуский район",https://www.olx.kz/obyavlenie/rabota/administrator-v-ofisobyazannosti-vstrecha-i-konsul-IDqJqgu.html,olx.kz,,
Требуется водитель на фуру 1993г. и 1998г. механика Вольво,,0,,0,"Шымкент, Енбекшинский район",https://www.olx.kz/obyavlenie/rabota/trebuetsya-voditel-na-furu-1993g-i-1998g-mehanika-volvo-IDq2hWI.html,olx.kz,,
Вахта в России — требуются разнорабочие мужчины и женщины,,0,,0,Павлодар,https://goforjob.olx.kz/home/,olx.kz,,
Требуются разнорабочие,,0,,0,Экибастуз,https://www.olx.kz/obyavlenie/rabota/trebuyutsya-raznorabochie-IDqM24N.html,olx.kz,,
Таксопарк Яндекс | Яндекс такси для водителей | Подключение водителей,,0,,0,Кызылорда,https://www.olx.kz/obyavlenie/rabota/taksopark-yandeks-yandeks-taksi-dlya-voditeley-podklyuchenie-voditeley-IDqyFld.html,olx.kz,,
Требуются продавцы-консультанты в сеть супермаркетов,,0,,0,"Алматы, Наурызбайский район",https://www.olx.kz/obyavlenie/rabota/trebuyutsya-prodavtsy-konsultanty-v-set-supermarketov-IDqzlXv.html,olx.kz,,
